,episode_id,episodenbr,title,views,share,appreciation,chart,summary,date,doctorid,rating,votes,description,season,has_9,has_10,has_11,has_12,has_13,day_Mon,day_Sat,day_Sun,day_Tue
111,9.03,816,Under the Lake,5.63,22.0,84.0,22,"When an Underwater Base comes under attack, the Doctor and Clara must save the frightened crew and defeat an impossible threat. But what is behind these terrifying events? And can they really be haunted by ghosts?",2015-10-03,12,8.3,3931,"Under a lake a gleaming black spaceship is recovered but there is nothing inside. When the base crew start dying, they discover that ghosts are real. The Doctor and Clara arrive to find the base under siege and the Doctor discovers that this is more than a ghost story.",9,0,0,0,1,0,0,1,0,0
112,9.04,817,Before The Flood,6.05,26.7,82.0,21,"On a remote Army outpost, a fearsome alien warlord - the Fisher King - sets in motion a twisted plan to ensure his own survival. The ripples will be felt around the universe. Is this chain of events inevitable? And can the Doctor do the unthinkable?",2015-10-10,12,8.1,3651,"In a town that never was, the Doctor and his friends are being stalked by a mysterious figure. With the past and future in the balance, can the Doctor stop the evil Fisher King? And more importantly, who composed Beethoven's 5th.",9,0,0,0,1,0,0,1,0,0
113,9.05,818,The Girl Who Died,6.56,28.1,82.0,18,"Captured by Vikings, the Doctor and Clara must help protect their village from Space Warriors from the future: the Mire. Outnumbered and outgunned, their fate seems inevitable. So why is the Doctor preoccupied with a single Viking girl?",2015-10-17,12,7.7,3733,"In a Viking village, a girl named Ashildr is about to make a desperate mistake. The Mire are the deadliest mercenaries in the galaxy, famed for showing no mercy and Ashildr has just declared war on them. The Doctor and Clara have 12 hours to turn a peaceful village into strong fighters, ready for the deadly Mire.",9,0,0,0,1,0,0,1,0,0
114,9.06,819,The Woman Who Lived,6.11,24.4,81.0,25,"England, 1651. The deadly Highwayman 'The Nightmare' and his sidekick stalk the dark streets of London. But when they find loot that's not of this world, they come face to face with The Doctor.

Who is the Nightmare in league with? And can the Doctor avoid the hangman's noose and protect Earth from a devilish betrayal?",2015-10-24,12,7.6,3610,"England, 1651. A deadly highwayman known only as 'The Knightmare' plagues the dark streets of London, his fire-breathing accomplice by his side. There's something clearly more than human here, and that includes the loot as much as the outlaws. Who are these creatures, and are they enemies to be fought, or friends who might possibly save the Doctor from certain doom on the gallows?",9,0,0,0,1,0,0,1,0,0
115,9.07,820,The Zygon Invasion,5.76,24.3,82.0,24,"The Zygons, a race of shapeshifting aliens, have been living in secret among us on Earth, unknown and unseen - until now!


When Osgood is kidnapped by a rogue gang of Zygons, the Doctor, Clara and UNIT must scatter across the world in a bid to set her free. But will they reach her in time, and can they stop an uprising before it’s too late?
",2015-10-31,12,7.9,3454,"The fragile peace between the Humans and the Zygons is on a knife edge. Tensions run high as factions within the Zygon community seek to incite violent action against Humans. Called in by UNIT, the Doctor and Clara fight to bring the situation under control. But one question remains: Where on Earth is Osgood?",9,0,0,0,1,0,0,1,0,0
116,9.08,821,The Zygon Inversion,6.03,25.1,84.0,24,"Shapeshifting Zygons are everywhere in the UK, and there is no way of knowing who to trust. With UNIT neutralised, only the Doctor stands in their way. But how do you stop a war? And what can the Doctor do to save his friends?",2015-11-07,12,8.6,3775,"With the Zygons invading England, and UNIT neutralized, the Doctor stands alone to stop the Zygons from taking over the entire planet. But how can he stop the Zygons? And how can he save his friends?",9,0,0,0,1,0,0,1,0,0
117,9.09,822,Sleep No More,5.61,22.6,78.0,28,This terrifying story is assembled from footage discovered in the wreckage of Le Verrier Space Station.,2015-11-14,12,6.0,3866,"Vision recovered from the wreckage of Le Verrier Space Station shows how the Doctor and Clara became entangled in a rescue mission. As the footage plays out, a horrifying secret is uncovered.",9,0,0,0,1,0,0,1,0,0
118,9.1,823,Face The Raven,6.06,23.9,84.0,30,"The Doctor and Clara, with their old friend Rigsy, find themselves in a magical alien world, hidden on a street in the heart of London.


Sheltered within are some of the most fearsome creatures of the universe… and Ashildr (Maisie Williams)! With a death sentence hanging over their heads, not all of the intruders will get out alive.
",2015-11-21,12,8.6,4224,"The Doctor and Clara are called back to earth when Rigsy discovers a strange tattoo on the back of his neck that appears to be counting down to zero. Their investigation leads them to a hidden street in the middle of London, the discovery that Rigsy has been issued a death sentence, and one of them facing the choice of having to make the ultimate sacrifice; to face the Raven!",9,0,0,0,1,0,0,1,0,0
119,9.11,824,Heaven Sent,6.19,24.9,80.0,27,"Trapped in a world unlike any other he has seen, the Doctor faces the greatest challenge of his many lives. One final test. And he must face it alone.


Pursued by the fearsome creature known only as the Veil, he must attempt the impossible. If he makes it through, Gallifrey is waiting…
",2015-11-28,12,9.6,8256,"Trapped in a world unlike any other he has seen, the Doctor faces the greatest challenge of his many lives. One final test. And he must face it alone...",9,0,0,0,1,0,0,1,0,0
120,9.12,825,Hell Bent,6.17,25.7,82.0,29,"If you took everything from him, betrayed him, trapped him, and broke both his hearts...how far might the Doctor go?

Returning to Gallifrey, the Doctor faces the Time Lords in a struggle that will take him to the end of time itself. Who is the Hybrid? And what is the Doctor’s confession?",2015-12-05,12,8.7,4808,"If you took everything from him, betrayed him, trapped him, and broke both his hearts... how far might the Doctor go? Returning to Gallifrey, the Doctor faces the Time Lords in a struggle that will take him to the end of time itself. Who is the Hybrid? And what is the Doctor's confession?",9,0,0,0,1,0,0,1,0,0
121,9.13,826,The Husbands of River Song,7.69,33.9,82.0,8,"It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy. King Hydroflax is furious, and his giant Robot bodyguard is out of control and coming for them all! Will Nardole survive? And when will River Song work out who the Doctor is?

All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time.",2015-12-25,12,8.6,3948,"When a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song's squad and hurled into a chase across the galaxy.",9,0,0,0,1,0,0,0,0,0
122,10.0,827,The Return of Doctor Mysterio,7.83,31.2,82.0,9,"This Christmas sees The Doctor join forces with a masked Superhero for an epic New York adventure.

With brain-swapping aliens poised to attack, the Doctor and Nardole link up with an investigative reporter and a mysterious figure known only as The Ghost. Can the Doctor save Manhattan? And what will be revealed when we see behind the mask?",2016-12-25,12,7.5,3819,"In New York, with brain-swapping aliens poised to attack, the Doctor and Nardole link up with an investigative reporter and a mysterious masked superhero known only as the Ghost. Can the Doctor save Manhattan? And what will be revealed when we see behind the mask?",10,0,0,0,1,0,0,0,1,0
123,10.01,828,The Pilot,6.68,30.6,83.0,10,"A chance encounter with a girl with a star in her eye leads to a terrifying chase across time and space. Bill’s mind is opened to a Universe that is bigger and more exciting than she could possibly have imagined - but who is the Doctor, and what is his secret mission with Nardole on Earth?",2017-04-15,12,7.9,3778,The Doctor and Nardole team up with a university student to take down a sinister life-mimicking alien.,10,0,0,0,1,0,0,1,0,0
124,10.02,829,Smile,5.98,28.5,83.0,23,The language of the future is emoji! The Doctor takes Bill to a spectacular city on a distant planet - but where are the colonists? A band of 'cute' droids hold the deadly answer.,2017-04-22,12,7.2,3104,"In the far future, at the edge of the galaxy, there is a gleaming, perfect city. This brand new human settlement is said to hold the secret of human happiness - but the only smiles the Doctor and Bill can find are on a pile of grinning skulls. Something is alive in the walls, and the emojibots are watching from the shadows, as the Doctor and Bill try to unravel a terrifying mystery...",10,0,0,0,1,0,0,1,0,0
125,10.03,830,Thin Ice,5.61,26.5,84.0,25,"The Doctor and Bill arrive at the last of the great frost fairs, and find themselves investigating a string of impossible disappearances - people have been vanishing on the ice! Bill is about to discover that the past is more like her world than she expected, and that not all monsters come from outer space...",2017-04-29,12,7.3,2965,The Doctor and Bill visit London during the last of the River Thames frost fairs in February 1814. They soon discover that there is something under the ice which is causing people to disappear.,10,0,0,0,1,0,0,1,0,0
126,10.04,831,Knock Knock,5.73,27.3,83.0,21,"Bill is moving in with some friends and they’ve found the perfect house - so what if it’s strangely cheap to rent, and the landlord is a little creepy?

The wind blows, the floorboards creak, and the Doctor thinks something is very wrong. What lurks in the strange tower at the heart of the building - and why can’t they find any way to enter it?",2017-05-06,12,7.5,2932,"Bill is moving in with some friends and they've found the perfect house rented by the landlord. The wind blows, the floorboards creak and the Doctor thinks something is very wrong.",10,0,0,0,1,0,0,1,0,0
127,10.05,832,Oxygen,5.27,26.1,83.0,26,"The Doctor, Bill and Nardole answer a distress call in deep space, and find themselves trapped on board space station Chasm Forge. All but four of the crew have been murdered - and the dead are still walking!

In a future where oxygen is sold by the breath, and space suits are valued more highly than their occupants, the TARDIS crew battle for survival against the darkest evil of all…",2017-05-13,12,8.1,3022,"When the Doctor, Bill and Nardole become trapped on a space station without oxygen, they discover the spacesuits are trying to kill them.",10,0,0,0,1,0,0,1,0,0
128,10.06,833,Extremis,5.53,26.4,82.0,20,"In the Haereticum - the Vatican’s secret library of blasphemy - there is an ancient book known only as The Veritas. Throughout history, anyone who has ever read it has immediately taken their own life. Now a new translation is online, and the danger is spreading. The Vatican appeals to the Doctor. Will he read The Veritas? But can even the Doctor survive the ultimate truth?",2017-05-20,12,8.5,3112,"The Haereticum holds an ancient book known only as The Veritas. Throughout history, anyone who has ever read it has immediately taken their own life. When a new translation is online, spreading danger, the Vatican appeals to the Doctor for help. Will he read The Veritas? But can even the Doctor survive the ultimate truth?",10,0,0,0,1,0,0,1,0,0
129,10.07,834,The Pyramid at the End of the World,5.79,24.9,82.0,14,"A 5,000 year-old Pyramid stands at the centre of a war zone, where the Chinese, Russian and American armies are about to clash. There are many problems with that, but the one that intrigues the Doctor is this: there wasn’t a pyramid there yesterday.

The Doctor, Bill and Nardole face an alien invasion unlike any other, and before conquest can begin, these aliens need the consent of the human race…",2017-05-27,12,7.7,2650,"A 5,000-year-old pyramid appears overnight, baffling everyone including the Doctor.",10,0,0,0,1,0,0,1,0,0
130,10.08,835,The Lie of the Land,4.82,20.3,82.0,30,"The world is gripped by a mass delusion and only Bill Potts can see the truth. When even the Doctor is fighting on the wrong side, it’s up to Bill to convince the Time Lord that humanity is in deadly danger. And if she can’t do that, she may just have to kill her best friend…",2017-06-03,12,7.2,2560,"Earth is invaded and Bill is living alone in occupied Britain. The Doctor appears to be on the side of the enemy, flooding the airwaves with fake news. Bill and Nardole embark on a deadly mission to rescue the Doctor and lead the resistance against the new regime, whatever the cost.",10,0,0,0,1,0,0,1,0,0
131,10.09,836,Empress of Mars,5.02,25.9,83.0,23,"The Doctor, Bill and Nardole arrive on Mars, and find themselves in an impossible conflict between Ice Warriors… and Victorian soldiers. As the Martian hive awakens around them, the Doctor faces a unique dilemma - this time the humans, not the Ice Warriors are the invaders. When Earth is invading Mars, whose side is he on?",2017-06-10,12,7.1,2520,"The Doctor, Bill and Nardole discover a tomb of the Queen of the Ice Warriors on Mars in 1881.",10,0,0,0,1,0,0,1,0,0
132,10.1,837,The Eaters of Light,4.73,30.3,81.0,26,"A long time ago, the ninth legion of the Roman army vanished into the mists of Scotland. Bill has a theory about what happened, and the Doctor has a time machine. But when they arrive in ancient Aberdeenshire, what they find is a far greater threat than any army. In a cairn, on a hillside, is a doorway leading to the end of the world…",2017-06-17,12,7.0,2494,"A long time ago, the Roman legion of the ninth vanished into the mists of Scotland. Bill has a theory about what happened, and the Doctor has a time machine. But when they arrive in ancient Aberdeenshire, what they find is a far greater threat than any army. In a cairn, on a hillside, is a doorway leading to the end of the world.",10,0,0,0,1,0,0,1,0,0
133,10.11,838,World Enough and Time,5.00,28.2,85.0,21,"Friendship drives the Doctor into the rashest decision of his life. Trapped on a giant spaceship, caught in the event horizon of a black hole, he witnesses the death of someone he is pledged to protect. Is there any way he can redeem his mistake? Are events already out of control? For once, time is the Time Lord’s enemy…",2017-06-24,12,9.2,3564,"Trapped on a giant spaceship, caught in the event horizon of a black hole, he witnesses the death of someone he is pledged to protect. Are events already out of control?",10,0,0,0,1,0,0,1,0,0
134,10.12,839,The Doctor Falls,5.30,31.3,83.0,16,The Mondasian Cybermen are on the rise. It’s time for the Doctor’s final battle…,2017-07-01,12,9.0,3584,The Doctor makes a final stand against an army of Cybermen to protect a tiny band of humans from destruction.,10,0,0,0,1,0,0,1,0,0
135,11.01,841,The Woman Who Fell to Earth,10.96,45.1,83.0,1,"We don’t get aliens in Sheffield. 

 

In a South Yorkshire city, Ryan Sinclair, Yasmin Khan and Graham O’Brien are about to have their lives changed forever, as a mysterious woman, unable to remember her own name, falls from the night sky. Can they believe a word she says? And can she help solve the strange events taking place across the city? ",2018-10-07,13,7.1,8066,"In a South Yorkshire city, Ryan Sinclair, Yasmin Khan and Graham O'Brien are about to have their lives changed forever, as a mysterious woman, unable to remember her own name, falls from the night sky.",11,0,0,0,0,1,0,0,1,0
136,11.02,842,The Ghost Monument,9.00,37.2,82.0,4,"Still reeling from their first encounter, can the Doctor and her new friends stay alive long enough in a hostile alien environment to solve the mystery of Desolation? And just who are Angstrom and Epzo?",2018-10-14,13,6.2,5928,"Still reeling from their first encounter, can the Doctor and her new friends stay alive long enough, in a hostile alien environment, to solve the mystery of Desolation? And just who are Angstrom and Epzo?",11,0,0,0,0,1,0,0,1,0
137,11.03,843,Rosa,8.41,33.6,83.0,4,"“If she can live here her whole life, a couple of hours ain’t gonna kill me. They ain’t gonna kill me, right?”

Montgomery, Alabama. 1955. The Doctor and her friends find themselves in the Deep South of America. As they encounter a seamstress by the name of Rosa Parks, they begin to wonder: is someone attempting to change history?",2018-10-21,13,7.1,7041,"Montgomery, Alabama, 1955. The Doctor and her friends find themselves in the Deep South of America. As they encounter a seamstress by the name of Rosa Parks, they begin to wonder whether someone is attempting to change history.",11,0,0,0,0,1,0,0,1,0
138,11.04,844,Arachnids in the UK,8.22,32.9,83.0,4,"“Something’s happening with the spiders in this city.” 

The Doctor, Yaz, Graham and Ryan find their way back to Yorkshire – and Yaz’s family – only to find something is stirring amidst the eight-legged arachnid population of Sheffield.",2018-10-28,13,5.3,5112,"The Doctor, Yaz, Graham, and Ryan find their way back to Yorkshire only to find something is stirring amidst the eight-legged arachnid population of Sheffield.",11,0,0,0,0,1,0,0,1,0
139,11.05,845,The Tsuranga Conundrum,7.76,33.0,79.0,6,"“Risk to life: absolute.”

 

Injured and stranded in the wilds of a far-flung galaxy, The Doctor, Yaz, Graham and Ryan must band together with a group of strangers to survive against one of the universe’s most deadly -- and unusual -- creatures.",2018-11-04,13,5.2,4684,"Injured and stranded in the wilds of a far-flung galaxy, The Doctor, Yaz, Graham, and Ryan must band together with a group of strangers to survive against one of the universe's most deadly - and unusual - creatures.",11,0,0,0,0,1,0,0,1,0
140,11.06,846,Demons of the Punjab,7.48,31.4,80.0,8,"What’s the point of having a mate with a time machine, if you can’t nip back and see your gran when she was younger?

 

India, 1947. The Doctor and her friends arrive in the Punjab, as the country is being torn apart.  While Yaz attempts to discover her grandmother’s hidden history, the Doctor discovers demons haunting the land. Who are they and what do they want?",2018-11-11,13,6.6,4661,"Yasmin travels in time to visit her grandmother during her youth in the partition of India, but everyone gets caught up in the tragic bloodshed of that era.",11,0,0,0,0,1,0,0,1,0
141,11.07,847,Kerblam!,7.46,31.8,81.0,9,"“Delivery for the Doctor!” 

 

A mysterious message arrives in a package addressed to the Doctor, leading her, Graham, Yaz and Ryan to investigate the warehouse moon orbiting Kandoka, and the home of the galaxy’s largest retailer: Kerblam! ",2018-11-18,13,6.4,3954,"A mysterious message arrives in a package addressed to the Doctor, leading her, Graham, Yaz and Ryan to investigate the warehouse moon orbiting Kandoka, and the home of the galaxy's largest retailer.",11,0,0,0,0,1,0,0,1,0
142,11.08,848,The Witchfinders,7.21,31.5,81.0,17,"The Doctor, Ryan, Graham and Yaz arrive in 17th century Lancashire and become embroiled in a witch trial, run by the local landowner. 

As fear stalks the land, the arrival of King James I only serves to intensify the witch hunt. But is there something even more dangerous at work? Can the Doctor and friends keep the people of Bilehurst Cragg safe from all the forces that are massing in the land? ",2018-11-25,13,5.9,3635,"Arriving in 17th Century Lancashire, the TARDIS team become embroiled in a witch trial. With the arrival of King James I, the hunt for witches intensifies. However, could something more dangerous be at play? Can the Doctor, Graham, Yaz and Ryan keep the populace of Bilehurst Cragg safe from the forces surrounding the land?",11,0,0,0,0,1,0,0,1,0
143,11.09,849,It Takes You Away,6.42,28.3,80.0,22,"On the edge of a Norwegian fjord, in the present day, The Doctor, Ryan, Graham and Yaz discover a boarded-up cottage and a girl named Hanne in need of their help. 

What has happened here? 

What monster lurks in the woods around the cottage – and beyond? ",2018-12-02,13,6.4,3404,"On the edge of a Norwegian fjord, in the present day, The Doctor, Ryan, Graham and Yaz discover a boarded-up cottage and a girl named Hanne in need of their help. What has happened here? What monster lurks in the woods around the cottage - and beyond?",11,0,0,0,0,1,0,0,1,0
144,11.1,850,The Battle of Ranskoor Av Kolos,6.65,29.6,79.0,18,"On the planet of Ranskoor Av Kolos, lies the remains of a brutal battlefield. But as the Doctor, Graham, Yaz and Ryan answer nine separate distress calls, they discover the planet holds far more secrets. 

Who is the mysterious commander with no memory? What lies beyond the mists? Who or what are the Ux? 

The answers will lead the Doctor and her friends towards a deadly reckoning. ",2018-12-09,13,5.5,2949,"Answering nine separate distress calls, the Doctor and team arrive on the remnants of a brutal battlefield on the planet Ranskoor Av Kolos. This planet has many secrets. An amnesiac commander? Mysterious mists? Who or what are the Ux? A deadly reckoning awaits the Doctor and team once they have the answers....",11,0,0,0,0,1,0,0,1,0
145,11.11,851,Resolution,7.13,26.6,80.0,14,No Summary Available,2019-01-01,13,6.0,2690,"As the New Year begins, a terrifying evil is stirring from across the centuries of Earth's history. As the Doctor, Ryan, Graham and Yaz return home, will they be able to overcome the threat to planet Earth?",11,0,0,0,0,1,0,0,0,1
